,index,CompTotal,CompFreq,Currency_Type,Currency_Describtion,TotalByYear,USD per unit,TotalByYearUSD,Echange_rate
10361,17807,702000.0,Yearly,ZAR,South African rand,702000.0,0,43859.8960488,0.0624784844
10362,17809,19000.0,Yearly,EUR,European Euro,19000.0,0,21456.3666507,1.1292824553
10363,17813,75000.0,Yearly,USD,United States dollar,75000.0,0,75000.0,1.0
10364,17814,5000000.0,Monthly,VND,Vietnamese dong,60000000.0,0,2633.376,4.38896e-05
10365,17818,2500.0,Monthly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
10366,17825,6000.0,Monthly,BRL,Brazilian real,72000.0,0,12680.604684,0.1761195095
10367,17826,500000.0,Yearly,ZAR,South African rand,500000.0,0,31239.2422,0.0624784844
10368,17827,250000.0,Yearly,USD,United States dollar,250000.0,0,250000.0,1.0
10369,17830,33000.0,Monthly,GBP,Pound sterling,396000.0,0,536273.3558556,1.3542256461
10370,17831,45000.0,Yearly,CAD,Canadian dollar,45000.0,0,35426.051622,0.7872455916
10371,17833,25000.0,Monthly,ILS,Israeli new shekel,300000.0,0,97121.49824999999,0.3237383275
10372,17835,200000.0,Yearly,ZAR,South African rand,200000.0,0,12495.69688,0.0624784844
10373,17836,36000.0,Yearly,GBP,Pound sterling,36000.0,0,48752.1232596,1.3542256461
10374,17840,90000.0,Yearly,EUR,European Euro,90000.0,0,101635.420977,1.1292824553
10375,17841,15000.0,Monthly,ZAR,South African rand,180000.0,0,11246.127192,0.0624784844
10376,17843,3800.0,Monthly,EUR,European Euro,45600.0,0,51495.279961680004,1.1292824553
10377,17848,56000.0,Yearly,EUR,European Euro,56000.0,0,63239.8174968,1.1292824553
10378,17849,150000.0,Yearly,USD,United States dollar,150000.0,0,150000.0,1.0
10379,17850,30000.0,Yearly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
10380,17851,40000.0,Monthly,INR,Indian rupee,480000.0,0,6440.975856,0.0134186997
10381,17855,50000.0,Monthly,INR,Indian rupee,600000.0,0,8051.21982,0.0134186997
10382,17856,1838.0,Monthly,EUR,European Euro,22056.0,0,24907.4538340968,1.1292824553
10383,17858,50000.0,Yearly,GBP,Pound sterling,50000.0,0,67711.282305,1.3542256461
10384,17859,107000.0,Yearly,USD,United States dollar,107000.0,0,107000.0,1.0
10385,17861,48000.0,Yearly,GBP,Pound sterling,48000.0,0,65002.8310128,1.3542256461
10386,17862,135000.0,Yearly,USD,United States dollar,135000.0,0,135000.0,1.0
10387,17863,5050.0,Monthly,EUR,European Euro,60600.0,0,68434.51679118001,1.1292824553
10388,17864,70000.0,Yearly,USD,United States dollar,70000.0,0,70000.0,1.0
10389,17865,9000.0,Monthly,USD,United States dollar,108000.0,0,108000.0,1.0
10390,17868,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
10391,17869,1400.0,Monthly,EUR,European Euro,16800.0,0,18971.94524904,1.1292824553
10392,17870,92000.0,Yearly,CAD,Canadian dollar,92000.0,0,72426.59442719999,0.7872455916
10393,17875,4500.0,Monthly,EUR,European Euro,54000.0,0,60981.252586200004,1.1292824553
10394,17876,30000.0,Monthly,CNY,Chinese Yuan Renminbi,360000.0,0,56565.582012,0.1571266167
10395,17879,40000.0,Yearly,EUR,European Euro,40000.0,0,45171.298212,1.1292824553
10396,17880,90000.0,Yearly,USD,United States dollar,90000.0,0,90000.0,1.0
10397,17881,3200.0,Monthly,EUR,European Euro,38400.0,0,43364.44628352,1.1292824553
10398,17883,2500.0,Weekly,USD,United States dollar,130000.0,0,130000.0,1.0
10399,17886,3700000.0,Yearly,INR,Indian rupee,3700000.0,0,49649.18889,0.0134186997
10400,17888,7500.0,Monthly,BYN,Belarusian ruble,90000.0,0,34896.636171,0.3877404019
10401,17892,2061.0,Monthly,USD,United States dollar,24732.0,0,24732.0,1.0
10402,17894,190000.0,Yearly,USD,United States dollar,190000.0,0,190000.0,1.0
10403,17895,2950000.0,Monthly,INR,Indian rupee,35400000.0,0,475021.96938,0.0134186997
10404,17897,94300.0,Yearly,USD,United States dollar,94300.0,0,94300.0,1.0
10405,17899,131000.0,Yearly,USD,United States dollar,131000.0,0,131000.0,1.0
10406,17900,140000.0,Yearly,USD,United States dollar,140000.0,0,140000.0,1.0
10407,17901,70000.0,Yearly,USD,United States dollar,70000.0,0,70000.0,1.0
10408,17903,185000.0,Yearly,USD,United States dollar,185000.0,0,185000.0,1.0
10409,17904,1692240.0,Yearly,INR,Indian rupee,1692240.0,0,22707.660380328,0.0134186997
10410,17905,5000000.0,Yearly,INR,Indian rupee,5000000.0,0,67093.4985,0.0134186997
10411,17906,100000.0,Monthly,INR,Indian rupee,1200000.0,0,16102.43964,0.0134186997
10412,17907,3500.0,Monthly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
10413,17908,100000.0,Monthly,INR,Indian rupee,1200000.0,0,16102.43964,0.0134186997
10414,17909,2550.0,Monthly,EUR,European Euro,30600.0,0,34556.04313218,1.1292824553
10415,17910,147000.0,Yearly,USD,United States dollar,147000.0,0,147000.0,1.0
10416,17912,44838.0,Monthly,NOK,Norwegian krone,538056.0,0,60836.61584178,0.1130674425
10417,17913,1600.0,Monthly,EUR,European Euro,19200.0,0,21682.22314176,1.1292824553
10418,17914,1569880.0,Yearly,MUR,Mauritian rupee,1569880.0,0,36401.359529807996,0.0231873516
10419,17917,4000000.0,Monthly,INR,Indian rupee,48000000.0,0,644097.5856,0.0134186997
10420,17918,205000.0,Yearly,USD,United States dollar,205000.0,0,205000.0,1.0
10421,17919,28000.0,Monthly,SEK,Swedish krona,336000.0,0,36967.162545600004,0.1100213171
10422,17921,110000.0,Yearly,USD,United States dollar,110000.0,0,110000.0,1.0
10423,17922,40000.0,Yearly,EUR,European Euro,40000.0,0,45171.298212,1.1292824553
10424,17924,3500.0,Monthly,PLN,Polish zloty,42000.0,0,10392.690600599999,0.2474450143
10425,17925,700.0,Monthly,EUR,European Euro,8400.0,0,9485.97262452,1.1292824553
10426,17926,42000.0,Monthly,ARS,Argentine peso,504000.0,0,4889.6660232,0.0097017183
10427,17928,28500.0,Monthly,CNY,Chinese Yuan Renminbi,342000.0,0,53737.3029114,0.1571266167
10428,17929,110000.0,Yearly,USD,United States dollar,110000.0,0,110000.0,1.0
10429,17930,170000.0,Yearly,USD,United States dollar,170000.0,0,170000.0,1.0
10430,17933,90000000.0,Monthly,IRR,Iranian rial,1080000000.0,0,25640.28,2.3741e-05
10431,17937,900.0,Monthly,EUR,European Euro,10800.0,0,12196.25051724,1.1292824553
10432,17938,51000.0,Yearly,EUR,European Euro,51000.0,0,57593.4052203,1.1292824553
10433,17939,66000.0,Monthly,ZAR,South African rand,792000.0,0,49482.9596448,0.0624784844
10434,17940,975.0,Monthly,EUR,European Euro,11700.0,0,13212.60472701,1.1292824553
10435,17942,77000.0,Monthly,PKR,Pakistani rupee,924000.0,0,5229.949494,0.0056601185
10436,17943,140000.0,Yearly,USD,United States dollar,140000.0,0,140000.0,1.0
10437,17944,8000000.0,Monthly,IRR,Iranian rial,96000000.0,0,2279.136,2.3741e-05
10438,17945,135000.0,Yearly,CAD,Canadian dollar,135000.0,0,106278.154866,0.7872455916
10439,17946,100000.0,Yearly,USD,United States dollar,100000.0,0,100000.0,1.0
10440,17949,1800.0,Monthly,EUR,European Euro,21600.0,0,24392.50103448,1.1292824553
10441,17950,1400000.0,Yearly,INR,Indian rupee,1400000.0,0,18786.17958,0.0134186997
10442,17951,53465.0,Yearly,GBP,Pound sterling,53465.0,0,72403.6741687365,1.3542256461
10443,17952,100000.0,Yearly,USD,United States dollar,100000.0,0,100000.0,1.0
10444,17953,4400.0,Monthly,CHF,Swiss franc,52800.0,0,57662.97197232,1.0921017419
10445,17957,60000.0,Monthly,INR,Indian rupee,720000.0,0,9661.463784,0.0134186997
10446,17958,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
10447,17959,2000000.0,Yearly,CZK,Czech koruna,2000000.0,0,91580.5386,0.0457902693
10448,17962,196000.0,Yearly,PLN,Polish zloty,196000.0,0,48499.222802799995,0.2474450143
10449,17964,44500.0,Yearly,EUR,European Euro,44500.0,0,50253.06926085,1.1292824553
10450,17965,25000.0,Monthly,PLN,Polish zloty,300000.0,0,74233.50429,0.2474450143
10451,17966,49000.0,Yearly,AUD,Australian dollar,49000.0,0,35481.854652300004,0.7241194827
10452,17975,130000.0,Monthly,ARS,Argentine peso,1560000.0,0,15134.680548,0.0097017183
10453,17976,200000.0,Yearly,USD,United States dollar,200000.0,0,200000.0,1.0
10454,17977,70000.0,Yearly,CAD,Canadian dollar,70000.0,0,55107.191412,0.7872455916
10455,17978,10000.0,Monthly,ZAR,South African rand,120000.0,0,7497.418128,0.0624784844
10456,17979,30000.0,Yearly,GBP,Pound sterling,30000.0,0,40626.769383,1.3542256461
10457,17983,90000.0,Yearly,CAD,Canadian dollar,90000.0,0,70852.103244,0.7872455916
10458,17984,2000.0,Monthly,USD,United States dollar,24000.0,0,24000.0,1.0
10459,17985,1900000.0,Yearly,INR,Indian rupee,1900000.0,0,25495.52943,0.0134186997
10460,17986,145000.0,Yearly,USD,United States dollar,145000.0,0,145000.0,1.0
10461,17987,20000.0,Monthly,NGN,Nigerian naira,240000.0,0,581.266488,0.0024219437
10462,17989,66000.0,Monthly,GBP,Pound sterling,792000.0,0,1072546.7117112,1.3542256461
10463,17990,130000.0,Monthly,LKR,Sri Lankan rupee,1560000.0,0,7693.905491999999,0.0049319907
10464,17991,195000.0,Monthly,USD,United States dollar,2340000.0,0,2340000.0,1.0
10465,17993,10000.0,Monthly,BRL,Brazilian real,120000.0,0,21134.34114,0.1761195095
10466,17995,3900.0,Monthly,EUR,European Euro,46800.0,0,52850.41890804,1.1292824553
10467,17996,41000.0,Yearly,EUR,European Euro,41000.0,0,46300.580667300004,1.1292824553
10468,17999,36000.0,Yearly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
10469,18000,95000.0,Yearly,USD,United States dollar,95000.0,0,95000.0,1.0
10470,18001,135000.0,Yearly,USD,United States dollar,135000.0,0,135000.0,1.0
10471,18002,100000.0,Yearly,USD,United States dollar,100000.0,0,100000.0,1.0
10472,18003,7000.0,Monthly,CHF,Swiss franc,84000.0,0,91736.5463196,1.0921017419
10473,18006,2900.0,Monthly,EUR,European Euro,34800.0,0,39299.02944444,1.1292824553
10474,18009,44450.0,Yearly,EUR,European Euro,44450.0,0,50196.605138085004,1.1292824553
10475,18010,57000.0,Yearly,GBP,Pound sterling,57000.0,0,77190.86182769999,1.3542256461
10476,18011,31100.0,Yearly,GBP,Pound sterling,31100.0,0,42116.41759371,1.3542256461
10477,18012,55000.0,Monthly,BDT,Bangladeshi taka,660000.0,0,7712.9208419999995,0.0116862437
10478,18013,69000.0,Monthly,ARS,Argentine peso,828000.0,0,8033.0227524,0.0097017183
10479,18014,9300.0,Monthly,BRL,Brazilian real,111600.0,0,19654.9372602,0.1761195095
10480,18015,120000.0,Monthly,RUB,Russian ruble,1440000.0,0,19157.406336,0.0133037544
10481,18017,36000.0,Yearly,USD,United States dollar,36000.0,0,36000.0,1.0
10482,18018,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
10483,18021,110000.0,Yearly,USD,United States dollar,110000.0,0,110000.0,1.0
10484,18022,35000.0,Yearly,EUR,European Euro,35000.0,0,39524.8859355,1.1292824553
10485,18024,3400.0,Monthly,EUR,European Euro,40800.0,0,46074.72417624,1.1292824553
10486,18025,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
10487,18027,102000.0,Yearly,USD,United States dollar,102000.0,0,102000.0,1.0
10488,18028,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
10489,18032,250000.0,Monthly,LKR,Sri Lankan rupee,3000000.0,0,14795.972099999999,0.0049319907
10490,18033,115000.0,Yearly,CHF,Swiss franc,115000.0,0,125591.7003185,1.0921017419
10491,18037,4400.0,Monthly,BRL,Brazilian real,52800.0,0,9299.1101016,0.1761195095
10492,18039,102000.0,Monthly,USD,United States dollar,1224000.0,0,1224000.0,1.0
10493,18040,230000.0,Yearly,USD,United States dollar,230000.0,0,230000.0,1.0
10494,18046,56000.0,Yearly,EUR,European Euro,56000.0,0,63239.8174968,1.1292824553
10495,18048,30000.0,Monthly,ETB,Ethiopian birr,360000.0,0,7288.8224040000005,0.0202467289
10496,18050,40000.0,Monthly,ZAR,South African rand,480000.0,0,29989.672512,0.0624784844
10497,18051,175000.0,Yearly,USD,United States dollar,175000.0,0,175000.0,1.0
10498,18053,80000.0,Yearly,EUR,European Euro,80000.0,0,90342.596424,1.1292824553
10499,18054,3000.0,Monthly,GBP,Pound sterling,36000.0,0,48752.1232596,1.3542256461
10500,18055,26759.0,Yearly,EUR,European Euro,26759.0,0,30218.4692213727,1.1292824553
10501,18056,160000.0,Yearly,USD,United States dollar,160000.0,0,160000.0,1.0
10502,18059,11000.0,Monthly,BRL,Brazilian real,132000.0,0,23247.775254,0.1761195095
10503,18060,42000.0,Monthly,EUR,European Euro,504000.0,0,569158.3574712,1.1292824553
10504,18061,2350.0,Monthly,EUR,European Euro,28200.0,0,31845.76523946,1.1292824553
10505,18062,70000.0,Yearly,USD,United States dollar,70000.0,0,70000.0,1.0
10506,18064,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
10507,18065,1340000.0,Yearly,INR,Indian rupee,1340000.0,0,17981.057598,0.0134186997
10508,18067,11500.0,Monthly,BRL,Brazilian real,138000.0,0,24304.492310999998,0.1761195095
10509,18068,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
10510,18069,88000.0,Monthly,INR,Indian rupee,1056000.0,0,14170.1468832,0.0134186997
10511,18070,7000.0,Monthly,BRL,Brazilian real,84000.0,0,14794.038798,0.1761195095
10512,18071,100000.0,Yearly,AUD,Australian dollar,100000.0,0,72411.94827000001,0.7241194827
10513,18072,90000.0,Yearly,USD,United States dollar,90000.0,0,90000.0,1.0
10514,18074,1080.0,Monthly,EUR,European Euro,12960.0,0,14635.500620688,1.1292824553
10515,18076,4000000.0,Yearly,JPY,Japanese yen,4000000.0,0,34442.6792,0.0086106698
10516,18079,5250.0,Monthly,EUR,European Euro,63000.0,0,71144.7946839,1.1292824553
10517,18080,200000.0,Monthly,RUB,Russian ruble,2400000.0,0,31929.01056,0.0133037544
10518,18081,4200.0,Monthly,USD,United States dollar,50400.0,0,50400.0,1.0
10519,18084,1060.0,Monthly,EUR,European Euro,12720.0,0,14364.472831416,1.1292824553
10520,18085,550000.0,Yearly,USD,United States dollar,550000.0,0,550000.0,1.0
10521,18086,2400.0,Monthly,EUR,European Euro,28800.0,0,32523.33471264,1.1292824553
10522,18087,3000000.0,Yearly,INR,Indian rupee,3000000.0,0,40256.0991,0.0134186997
10523,18089,115000.0,Yearly,USD,United States dollar,115000.0,0,115000.0,1.0
10524,18090,30000.0,Monthly,INR,Indian rupee,360000.0,0,4830.731892,0.0134186997
10525,18091,85000.0,Yearly,EUR,European Euro,85000.0,0,95989.00870050001,1.1292824553
10526,18092,1000.0,Monthly,EUR,European Euro,12000.0,0,13551.3894636,1.1292824553
10527,18093,501000.0,Yearly,INR,Indian rupee,501000.0,0,6722.7685497,0.0134186997
10528,18094,128000.0,Yearly,USD,United States dollar,128000.0,0,128000.0,1.0
10529,18095,68000.0,Yearly,GBP,Pound sterling,68000.0,0,92087.3439348,1.3542256461
10530,18097,36000.0,Yearly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
10531,18098,82000.0,Yearly,USD,United States dollar,82000.0,0,82000.0,1.0
10532,18099,160000.0,Monthly,KES,Kenyan shilling,1920000.0,0,16971.781056,0.0088394693
10533,18101,210000.0,Yearly,USD,United States dollar,210000.0,0,210000.0,1.0
10534,18102,72000.0,Yearly,USD,United States dollar,72000.0,0,72000.0,1.0
10535,18104,90000.0,Yearly,AUD,Australian dollar,90000.0,0,65170.753443,0.7241194827
10536,18106,5000.0,Monthly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
10537,18107,40000.0,Yearly,EUR,European Euro,40000.0,0,45171.298212,1.1292824553
10538,18109,2500.0,Monthly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
10539,18110,100000.0,Yearly,USD,United States dollar,100000.0,0,100000.0,1.0
10540,18112,12000.0,Monthly,PLN,Polish zloty,144000.0,0,35632.0820592,0.2474450143
10541,18113,225000.0,Yearly,USD,United States dollar,225000.0,0,225000.0,1.0
10542,18118,143000.0,Yearly,USD,United States dollar,143000.0,0,143000.0,1.0
10543,18119,18000.0,Monthly,TRY,Turkish lira,216000.0,0,15929.940254399999,0.0737497234
10544,18120,45000.0,Yearly,EUR,European Euro,45000.0,0,50817.7104885,1.1292824553
10545,18121,4200.0,Monthly,EUR,European Euro,50400.0,0,56915.83574712,1.1292824553
10546,18122,8000.0,Monthly,BAM,Bosnia and Herzegovina convertible mark,96000.0,0,55429.723296,0.577392951
10547,18125,1330.0,Monthly,BRL,Brazilian real,15960.0,0,2810.86737162,0.1761195095
10548,18126,1156000.0,Yearly,INR,Indian rupee,1156000.0,0,15512.0168532,0.0134186997
10549,18129,76800.0,Monthly,INR,Indian rupee,921600.0,0,12366.67364352,0.0134186997
10550,18130,48000.0,Yearly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
10551,18131,600.0,Weekly,USD,United States dollar,31200.0,0,31200.0,1.0
10552,18132,9600.0,Monthly,BGN,Bulgarian lev,115200.0,0,66515.6679552,0.577392951
10553,18133,120000.0,Yearly,MXN,Mexican peso,120000.0,0,5852.700648,0.0487725054
10554,18137,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
10555,18138,77000.0,Yearly,USD,United States dollar,77000.0,0,77000.0,1.0
10556,18141,10000.0,Monthly,CNY,Chinese Yuan Renminbi,120000.0,0,18855.194004,0.1571266167
10557,18142,2000000.0,Yearly,INR,Indian rupee,2000000.0,0,26837.3994,0.0134186997
10558,18146,70000.0,Monthly,SEK,Swedish krona,840000.0,0,92417.906364,0.1100213171
10559,18147,150000.0,Yearly,USD,United States dollar,150000.0,0,150000.0,1.0
10560,18148,32000.0,Yearly,USD,United States dollar,32000.0,0,32000.0,1.0
10561,18149,7000.0,Monthly,BRL,Brazilian real,84000.0,0,14794.038798,0.1761195095
10562,18154,135000.0,Yearly,USD,United States dollar,135000.0,0,135000.0,1.0
10563,18155,37200.0,Yearly,EUR,European Euro,37200.0,0,42009.307337160004,1.1292824553
10564,18157,80000.0,Monthly,DOP,Dominican peso,960000.0,0,16729.97808,0.0174270605
10565,18158,180000.0,Yearly,USD,United States dollar,180000.0,0,180000.0,1.0
10566,18159,35000.0,Monthly,ILS,Israeli new shekel,420000.0,0,135970.09754999998,0.3237383275
10567,18161,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
10568,18166,80000.0,Monthly,CZK,Czech koruna,960000.0,0,43958.658528,0.0457902693
10569,18169,2100.0,Monthly,EUR,European Euro,25200.0,0,28457.91787356,1.1292824553
10570,18170,8500000.0,Monthly,IDR,Indonesian rupiah,102000000.0,0,7122.466200000001,6.98281e-05
10571,18171,145000.0,Yearly,USD,United States dollar,145000.0,0,145000.0,1.0
10572,18173,24500.0,Yearly,EUR,European Euro,24500.0,0,27667.420154850002,1.1292824553
10573,18174,3300000.0,Yearly,INR,Indian rupee,3300000.0,0,44281.70901,0.0134186997
10574,18175,3000000.0,Monthly,CLP,Chilean peso,36000000.0,0,42467.616,0.001179656
10575,18176,2200000.0,Yearly,INR,Indian rupee,2200000.0,0,29521.13934,0.0134186997
10576,18177,100000.0,Yearly,USD,United States dollar,100000.0,0,100000.0,1.0
10577,18178,54000.0,Monthly,SEK,Swedish krona,648000.0,0,71293.8134808,0.1100213171
10578,18179,22000.0,Yearly,EUR,European Euro,22000.0,0,24844.214016600003,1.1292824553
10579,18180,60050.0,Yearly,GBP,Pound sterling,60050.0,0,81321.250048305,1.3542256461
10580,18181,23000.0,Monthly,HRK,Croatian kuna,276000.0,0,41459.2874496,0.1502148096
10581,18182,93928746.0,Weekly,KHR,Cambodian riel,4884294792.0,0,1200135.214656175,0.0002457131
10582,18184,1000.0,Monthly,USD,United States dollar,12000.0,0,12000.0,1.0
10583,18185,38000.0,Yearly,GBP,Pound sterling,38000.0,0,51460.5745518,1.3542256461
10584,18186,34000.0,Monthly,ZAR,South African rand,408000.0,0,25491.2216352,0.0624784844
10585,18187,30000.0,Yearly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
10586,18188,80000.0,Yearly,GBP,Pound sterling,80000.0,0,108338.05168799999,1.3542256461
10587,18190,7800000.0,Monthly,COP,Colombian peso,93600000.0,0,22948.576559999998,0.0002451771
10588,18191,20800.0,Yearly,GBP,Pound sterling,20800.0,0,28167.89343888,1.3542256461
10589,18192,2850.0,Monthly,EUR,European Euro,34200.0,0,38621.45997126,1.1292824553
10590,18193,117000.0,Yearly,USD,United States dollar,117000.0,0,117000.0,1.0
10591,18194,65000.0,Yearly,EUR,European Euro,65000.0,0,73403.3595945,1.1292824553
10592,18196,11000.0,Monthly,ZAR,South African rand,132000.0,0,8247.1599408,0.0624784844
10593,18198,150000.0,Monthly,INR,Indian rupee,1800000.0,0,24153.65946,0.0134186997
10594,18199,76000.0,Monthly,ZAR,South African rand,912000.0,0,56980.3777728,0.0624784844
10595,18200,22000.0,Monthly,NPR,Nepalese rupee,264000.0,0,2213.0480856,0.0083827579
10596,18201,5000.0,Monthly,MAD,Moroccan dirham,60000.0,0,6469.90167,0.1078316945
10597,18202,62000.0,Monthly,DKK,Danish krone,744000.0,0,112959.9608736,0.1518279044
10598,18203,90000.0,Yearly,CAD,Canadian dollar,90000.0,0,70852.103244,0.7872455916
