,index,YearsCodePro
12280,12280,24
12282,12282,9
12284,12284,11
12285,12285,20
12287,12287,6
12288,12288,1
12289,12289,1
12290,12290,6
12291,12291,23
12292,12292,7
12293,12293,4
12294,12294,1
12295,12295,32
12297,12297,2
12298,12298,6
12299,12299,19
12301,12301,8
12303,12303,4
12307,12307,4
12309,12309,10
12310,12310,4
12311,12311,11
12312,12312,10
12313,12313,4
12314,12314,3
12317,12317,3
12318,12318,8
12320,12320,7
12323,12323,20
12324,12324,1
12325,12325,21
12326,12326,1
12327,12327,27
12328,12328,5
12331,12331,5
12332,12332,5
12333,12333,7
12335,12335,8
12336,12336,4
12337,12337,14
12339,12339,10
12340,12340,2
12341,12341,6
12344,12344,14
12348,12348,15
12349,12349,40
12351,12351,9
12352,12352,20
12353,12353,11
12354,12354,9
12356,12356,16
12357,12357,4
12358,12358,10
12360,12360,15
12361,12361,2
12362,12362,20
12363,12363,1
12364,12364,15
12365,12365,2
12366,12366,4
12367,12367,10
12368,12368,15
12369,12369,5
12371,12371,2
12372,12372,6
12373,12373,8
12374,12374,12
12375,12375,1
12376,12376,8
12377,12377,21
12383,12383,6
12384,12384,24
12385,12385,5
12386,12386,5
12387,12387,10
12390,12390,3
12391,12391,15
12392,12392,11
12393,12393,10
12394,12394,2
12395,12395,5
12396,12396,3
12397,12397,6
12399,12399,4
12400,12400,20
12401,12401,4
12402,12402,2
12404,12404,6
12405,12405,12
12406,12406,7
12407,12407,6
12408,12408,14
12409,12409,18
12410,12410,5
12413,12413,7
12414,12414,31
12416,12416,6
12417,12417,6
12418,12418,3
12420,12420,23
12421,12421,6
12422,12422,20
12423,12423,4
12425,12425,15
12426,12426,5
12427,12427,11
12428,12428,2
12429,12429,14
12430,12430,11
12431,12431,9
12432,12432,5
12434,12434,3
12435,12435,8
12436,12436,7
12437,12437,6
12438,12438,5
12440,12440,4
12441,12441,10
12442,12442,3
12443,12443,11
12444,12444,6
12446,12446,5
12447,12447,1
12449,12449,5
12450,12450,4
12451,12451,20
12452,12452,2
12454,12454,8
12455,12455,13
12459,12459,4
12460,12460,3
12461,12461,5
12463,12463,25
12467,12467,7
12468,12468,1
12469,12469,33
12470,12470,36
12471,12471,5
12472,12472,6
12474,12474,5
12475,12475,4
12476,12476,8
12478,12478,16
12479,12479,2
12480,12480,7
12481,12481,6
12482,12482,4
12483,12483,10
12484,12484,2
12485,12485,1
12486,12486,25
12487,12487,24
12491,12491,10
12492,12492,2
12493,12493,27
12494,12494,18
12495,12495,6
12496,12496,11
12497,12497,3
12498,12498,22
12499,12499,3
12500,12500,6
12502,12502,10
12503,12503,4
12504,12504,6
12505,12505,1
12507,12507,9
12508,12508,16
12509,12509,1
12510,12510,5
12511,12511,20
12512,12512,4
12513,12513,3
12514,12514,2
12515,12515,9
12516,12516,1
12518,12518,10
12519,12519,9
12520,12520,7
12521,12521,3
12523,12523,1
12525,12525,6
12526,12526,6
12528,12528,8
12529,12529,5
12530,12530,6
12531,12531,5
12532,12532,2
12533,12533,2
12535,12535,6
12536,12536,5
12537,12537,5
12539,12539,22
12540,12540,6
12542,12542,3
12543,12543,2
12546,12546,3
12547,12547,5
12548,12548,10
12549,12549,5
12550,12550,5
12551,12551,25
12552,12552,10
12553,12553,7
12554,12554,3
12555,12555,6
12556,12556,4
12557,12557,32
12558,12558,1
12559,12559,15
12560,12560,3
12562,12562,3
12563,12563,13
12565,12565,6
12566,12566,5
12567,12567,3
12569,12569,4
12570,12570,8
12571,12571,10
12572,12572,6
12573,12573,2
12574,12574,29
12575,12575,7
12576,12576,3
12577,12577,2
12578,12578,5
12579,12579,2
12581,12581,5
12583,12583,17
12584,12584,2
12585,12585,2
12586,12586,3
12587,12587,12
12588,12588,3
12589,12589,10
12590,12590,3
12591,12591,14
12592,12592,30
12595,12595,4
12597,12597,38
12598,12598,2
12599,12599,3
12601,12601,11
12602,12602,3
12603,12603,2
12605,12605,3
12606,12606,8
12608,12608,7
12609,12609,20
12610,12610,20
12611,12611,8
12612,12612,22
12613,12613,8
12614,12614,5
12615,12615,7
12616,12616,1
12617,12617,5
12619,12619,10
12620,12620,22
12621,12621,2
12622,12622,3
12623,12623,9
12626,12626,12
12627,12627,12
12628,12628,7
12629,12629,18
12631,12631,15
12632,12632,8
12633,12633,4
12635,12635,3
12636,12636,9
12638,12638,6
12639,12639,6
12640,12640,12
12641,12641,27
12642,12642,5
12643,12643,8
12645,12645,8
12646,12646,1
12647,12647,2
12648,12648,8
12649,12649,8
12651,12651,3
12652,12652,15
12653,12653,2
12654,12654,23
12657,12657,4
12660,12660,10
12661,12661,4
12662,12662,1
12663,12663,3
12664,12664,4
12665,12665,10
12667,12667,9
12669,12669,1
12670,12670,3
12671,12671,13
12672,12672,14
12674,12674,6
12675,12675,3
12676,12676,4
12677,12677,1
12678,12678,22
12679,12679,9
12680,12680,10
12682,12682,20
12683,12683,3
12685,12685,2
12686,12686,4
12688,12688,4
12689,12689,20
12690,12690,15
12691,12691,3
12692,12692,11
12693,12693,37
12695,12695,1
12696,12696,31
12697,12697,4
12698,12698,2
12700,12700,5
12701,12701,6
12702,12702,2
12703,12703,6
12704,12704,5
12705,12705,21
12706,12706,8
12707,12707,15
12708,12708,1
12709,12709,15
12710,12710,12
12711,12711,10
12712,12712,16
12713,12713,14
12714,12714,3
12715,12715,6
12716,12716,20
12717,12717,8
12718,12718,21
12719,12719,12
12720,12720,3
12721,12721,2
12722,12722,2
12723,12723,5
12725,12725,2
12726,12726,4
12727,12727,15
12728,12728,9
12729,12729,3
12733,12733,1
12734,12734,5
12735,12735,9
12736,12736,7
12737,12737,10
12739,12739,13
12740,12740,13
12742,12742,1
12743,12743,17
12745,12745,2
12746,12746,1
12747,12747,33
12748,12748,1
12749,12749,10
12750,12750,5
12751,12751,1
12753,12753,4
12755,12755,3
12757,12757,3
12759,12759,2
12760,12760,3
12761,12761,2
12763,12763,30
12764,12764,16
12765,12765,8
12766,12766,17
12767,12767,5
12769,12769,5
12770,12770,16
12771,12771,13
12773,12773,1
12775,12775,6
12776,12776,3
12779,12779,36
12780,12780,4
12781,12781,12
12783,12783,12
12784,12784,3
12785,12785,6
12786,12786,6
12787,12787,5
12789,12789,15
12791,12791,3
12792,12792,14
12793,12793,11
12794,12794,14
12796,12796,7
12798,12798,2
12799,12799,4
12800,12800,3
12802,12802,3
12803,12803,5
12806,12806,4
12807,12807,20
12809,12809,2
12811,12811,1
12813,12813,7
12814,12814,2
12815,12815,5
12818,12818,4
12819,12819,17
12821,12821,8
12822,12822,8
12824,12824,20
12826,12826,2
12827,12827,3
12828,12828,10
12829,12829,10
12830,12830,15
12831,12831,6
12832,12832,5
12833,12833,5
12834,12834,4
12837,12837,6
12838,12838,3
12840,12840,2
12841,12841,7
12842,12842,11
12843,12843,1
12844,12844,9
12845,12845,7
12846,12846,3
12847,12847,21
12848,12848,5
12849,12849,1
12850,12850,7
12852,12852,9
12853,12853,22
12854,12854,9
12855,12855,6
12857,12857,2
12858,12858,7
12859,12859,4
12861,12861,5
12862,12862,7
12864,12864,6
12865,12865,14
12866,12866,1
12868,12868,19
12870,12870,5
12871,12871,11
12872,12872,7
12873,12873,7
12874,12874,4
12875,12875,3
12876,12876,5
12877,12877,7
12878,12878,2
12879,12879,1
12880,12880,5
12881,12881,2
12884,12884,6
12885,12885,5
12888,12888,15
12889,12889,5
12890,12890,2
12891,12891,5
12892,12892,5
12893,12893,5
12894,12894,8
12896,12896,10
12899,12899,12
12900,12900,23
12901,12901,4
12902,12902,13
12903,12903,1
12904,12904,9
12906,12906,12
12907,12907,6
12908,12908,2
12909,12909,3
12910,12910,3
12911,12911,13
12913,12913,6
12914,12914,1
12915,12915,15
12916,12916,3
12917,12917,12
12918,12918,12
12919,12919,11
12920,12920,3
12922,12922,8
12924,12924,11
12926,12926,12
12928,12928,6
12929,12929,1
12931,12931,25
12932,12932,11
12933,12933,1
12935,12935,7
12936,12936,10
12937,12937,6
12940,12940,5
12941,12941,6
12942,12942,17
12943,12943,9
12944,12944,14
12945,12945,15
12946,12946,20
12947,12947,4
12948,12948,9
12949,12949,3
12950,12950,5
12952,12952,8
12953,12953,18
12954,12954,1
12955,12955,16
12956,12956,10
12957,12957,16
12958,12958,11
12959,12959,3
12960,12960,7
12962,12962,14
12963,12963,7
12967,12967,10
12968,12968,3
12969,12969,4
12970,12970,11
12971,12971,14
12973,12973,6
12975,12975,9
12976,12976,7
12977,12977,2
12979,12979,10
12981,12981,1
12983,12983,5
12984,12984,10
12985,12985,15
12988,12988,6
12989,12989,9
12991,12991,11
12992,12992,1
12993,12993,6
12994,12994,5
12995,12995,17
12996,12996,1
12997,12997,2
13000,13000,4
13001,13001,13
13002,13002,2
13003,13003,25
13004,13004,11
13005,13005,6
13006,13006,7
13007,13007,1
13008,13008,2
13009,13009,25
13011,13011,2
13012,13012,1
13014,13014,22
13015,13015,3
13016,13016,4
13019,13019,2
13020,13020,16
13021,13021,8
13022,13022,7
13023,13023,25
13024,13024,1
13025,13025,5
13027,13027,1
13028,13028,7
13029,13029,5
13030,13030,6
13031,13031,16
13033,13033,10
13034,13034,12
13035,13035,3
13036,13036,4
13037,13037,20
13038,13038,6
13041,13041,11
13042,13042,3
13043,13043,21
13044,13044,17
13045,13045,7
13048,13048,2
13049,13049,15
13051,13051,3
13055,13055,8
13056,13056,6
13058,13058,30
13059,13059,4
13060,13060,3
13061,13061,2
13062,13062,4
13063,13063,5
13065,13065,4
13066,13066,5
13067,13067,1
13068,13068,13
13072,13072,1
13073,13073,10
13074,13074,12
13075,13075,7
13076,13076,6
13077,13077,8
13078,13078,3
13079,13079,13
13080,13080,4
13082,13082,6
13083,13083,3
13085,13085,4
13086,13086,4
13088,13088,15
13089,13089,6
13090,13090,5
13092,13092,7
13093,13093,12
13095,13095,6
13096,13096,33
13097,13097,10
13099,13099,1
13100,13100,3
13101,13101,5
13102,13102,30
13103,13103,14
13106,13106,9
13107,13107,11
13108,13108,2
13109,13109,18
13110,13110,2
13111,13111,3
13112,13112,4
13113,13113,15
13114,13114,2
13115,13115,2
13116,13116,14
13117,13117,6
13118,13118,11
13119,13119,6
13121,13121,4
13122,13122,23
13123,13123,2
13124,13124,1
13125,13125,2
13126,13126,8
13128,13128,5
13129,13129,6
13130,13130,12
13132,13132,5
13134,13134,7
13136,13136,25
13137,13137,5
13138,13138,1
13139,13139,9
13140,13140,11
13141,13141,19
13142,13142,1
13143,13143,4
13144,13144,2
13145,13145,7
13146,13146,8
13147,13147,11
13148,13148,2
13149,13149,4
13150,13150,4
13151,13151,1
13152,13152,2
13154,13154,15
13156,13156,4
13157,13157,5
13158,13158,8
13159,13159,7
13161,13161,8
13164,13164,1
13165,13165,5
13166,13166,8
13168,13168,6
13169,13169,18
13170,13170,2
13174,13174,10
13175,13175,3
13176,13176,2
13177,13177,15
13178,13178,17
13179,13179,5
13180,13180,2
13181,13181,1
13182,13182,6
13183,13183,3
13184,13184,5
13185,13185,1
13186,13186,10
13187,13187,10
13188,13188,5
13189,13189,7
13193,13193,10
13194,13194,14
13195,13195,13
13197,13197,6
13198,13198,4
13199,13199,2
13201,13201,5
13202,13202,1
13203,13203,2
13204,13204,12
13205,13205,11
13206,13206,15
13207,13207,10
13208,13208,2
13209,13209,5
13210,13210,7
13211,13211,19
13215,13215,11
13216,13216,3
13217,13217,22
13218,13218,2
13219,13219,2
13221,13221,15
13223,13223,4
13224,13224,6
13225,13225,8
13226,13226,26
13227,13227,8
13228,13228,1
13231,13231,5
13232,13232,7
13234,13234,35
13235,13235,1
13237,13237,23
13238,13238,4
13240,13240,11
13241,13241,34
13242,13242,4
13243,13243,6
13244,13244,5
13245,13245,20
13247,13247,5
13248,13248,3
13249,13249,12
13250,13250,2
13251,13251,8
13254,13254,15
13255,13255,9
13256,13256,4
13257,13257,2
13260,13260,1
13261,13261,11
13262,13262,5
13263,13263,15
13265,13265,11
13266,13266,5
13268,13268,1
13269,13269,6
13270,13270,3
13272,13272,4
13273,13273,2
13274,13274,2
13275,13275,14
13277,13277,7
13279,13279,39
13280,13280,3
13281,13281,4
13282,13282,4
13283,13283,10
13286,13286,6
13288,13288,5
13289,13289,10
13291,13291,11
13292,13292,4
13293,13293,5
13295,13295,3
13296,13296,4
13297,13297,3
13298,13298,25
13299,13299,5
13300,13300,1
13301,13301,10
13302,13302,8
13303,13303,1
13304,13304,30
13305,13305,8
13307,13307,3
13308,13308,10
13309,13309,2
13310,13310,10
13311,13311,4
13316,13316,1
13317,13317,6
13319,13319,1
13320,13320,8
13321,13321,6
13322,13322,4
13324,13324,2
13325,13325,2
13326,13326,3
13327,13327,22
13330,13330,2
13331,13331,15
13332,13332,3
13333,13333,5
13334,13334,9
13338,13338,3
13339,13339,2
13340,13340,4
13342,13342,1
13343,13343,6
13345,13345,6
13346,13346,12
13347,13347,6
13349,13349,12
13350,13350,4
13352,13352,10
13353,13353,2
13355,13355,2
13356,13356,12
13357,13357,2
13358,13358,4
13359,13359,4
13362,13362,14
13364,13364,6
13365,13365,2
13366,13366,14
13368,13368,5
13369,13369,5
13370,13370,8
13373,13373,10
13375,13375,6
13376,13376,2
13378,13378,4
13379,13379,30
13380,13380,3
13381,13381,5
13382,13382,4
13384,13384,15
13385,13385,15
13387,13387,2
13388,13388,5
13389,13389,13
13390,13390,11
13391,13391,10
13392,13392,4
13394,13394,10
13396,13396,1
13398,13398,14
13399,13399,19
13400,13400,8
13403,13403,3
13404,13404,3
13405,13405,4
13406,13406,12
13407,13407,2
13408,13408,5
13409,13409,10
13410,13410,5
13412,13412,6
13414,13414,1
13415,13415,10
13416,13416,2
13417,13417,2
13418,13418,2
13419,13419,1
13420,13420,12
13421,13421,1
13422,13422,10
13423,13423,13
13424,13424,5
13425,13425,4
13426,13426,4
13427,13427,1
13428,13428,33
13429,13429,3
13432,13432,30
13433,13433,10
13434,13434,16
13435,13435,4
13436,13436,2
13437,13437,5
13438,13438,11
13440,13440,4
13441,13441,6
13442,13442,2
13443,13443,6
13445,13445,30
13446,13446,12
13447,13447,4
13448,13448,11
13449,13449,5
13450,13450,10
13452,13452,21
13453,13453,3
13455,13455,20
13456,13456,6
13457,13457,9
13459,13459,1
13460,13460,6
13461,13461,5
13462,13462,5
13463,13463,3
13464,13464,2
13466,13466,6
13467,13467,1
13468,13468,3
13469,13469,11
13470,13470,5
13471,13471,2
13472,13472,2
13473,13473,4
13474,13474,5
13475,13475,9
13476,13476,15
13477,13477,2
13478,13478,20
13481,13481,11
13482,13482,14
13484,13484,1
13486,13486,29
13487,13487,10
13488,13488,6
13489,13489,6
13490,13490,6
13492,13492,7
13496,13496,3
13497,13497,1
13498,13498,8
13499,13499,6
13500,13500,5
13501,13501,17
13502,13502,1
13503,13503,6
13504,13504,6
13505,13505,2
13506,13506,5
13507,13507,13
13508,13508,2
13509,13509,5
13510,13510,4
13512,13512,3
13513,13513,1
13514,13514,6
13515,13515,11
13516,13516,7
13518,13518,3
13519,13519,5
13520,13520,1
13521,13521,6
13522,13522,2
13523,13523,7
13524,13524,9
13527,13527,16
13529,13529,22
13530,13530,4
13531,13531,6
13532,13532,3
13533,13533,8
13534,13534,16
13536,13536,4
13537,13537,3
13538,13538,5
13540,13540,20
13541,13541,15
13542,13542,12
13543,13543,6
13544,13544,10
13545,13545,32
13547,13547,1
13548,13548,12
13550,13550,13
13551,13551,3
13552,13552,4
13555,13555,6
13556,13556,4
13558,13558,1
13559,13559,5
13562,13562,25
13563,13563,1
13564,13564,5
13565,13565,12
13566,13566,3
13568,13568,20
13569,13569,15
13570,13570,3
13572,13572,4
13573,13573,3
13574,13574,2
13575,13575,25
13576,13576,14
13577,13577,16
13578,13578,4
13580,13580,10
13581,13581,7
13582,13582,3
13583,13583,1
13584,13584,4
13585,13585,1
13586,13586,10
13588,13588,1
13590,13590,15
13592,13592,3
13593,13593,5
13594,13594,5
13595,13595,12
13596,13596,8
13597,13597,3
13598,13598,3
13599,13599,25
13600,13600,5
13601,13601,3
13603,13603,16
13605,13605,4
13606,13606,4
13609,13609,5
13610,13610,1
13614,13614,15
13615,13615,8
13617,13617,1
13618,13618,6
13619,13619,8
13620,13620,1
13621,13621,6
13623,13623,10
13624,13624,1
13625,13625,2
13626,13626,10
13627,13627,4
13630,13630,2
13631,13631,5
13632,13632,3
13633,13633,1
13634,13634,15
13639,13639,7
13642,13642,2
13643,13643,18
13644,13644,2
13647,13647,15
13648,13648,2
13649,13649,25
13650,13650,5
13651,13651,6
13653,13653,6
13654,13654,1
13655,13655,5
13656,13656,4
13659,13659,7
13660,13660,2
13661,13661,19
13662,13662,2
13663,13663,3
13664,13664,3
13666,13666,6
13667,13667,20
13668,13668,7
13669,13669,3
13670,13670,7
13671,13671,2
13672,13672,2
13673,13673,2
13674,13674,13
13675,13675,13
13676,13676,24
13677,13677,17
13679,13679,3
13680,13680,5
13681,13681,3
13683,13683,8
13686,13686,10
13687,13687,24
13688,13688,6
13689,13689,8
13690,13690,39
13691,13691,11
13692,13692,20
13694,13694,26
13696,13696,12
13697,13697,16
13698,13698,16
13700,13700,8
13702,13702,10
13703,13703,7
13704,13704,2
13705,13705,1
13706,13706,8
13707,13707,4
13708,13708,25
13709,13709,15
13710,13710,4
13711,13711,11
13713,13713,15
13715,13715,12
13716,13716,6
13718,13718,2
13719,13719,3
13720,13720,5
13721,13721,3
13722,13722,6
13723,13723,1
13726,13726,1
13727,13727,32
13728,13728,15
13729,13729,14
13731,13731,5
13732,13732,11
13733,13733,12
13734,13734,6
13736,13736,6
13738,13738,25
13739,13739,6
13740,13740,6
13741,13741,1
13742,13742,2
13743,13743,7
13745,13745,2
13746,13746,4
13747,13747,3
13748,13748,1
13750,13750,4
13753,13753,1
13754,13754,2
13759,13759,13
13760,13760,22
13762,13762,1
13764,13764,10
13767,13767,13
13768,13768,13
13769,13769,7
13771,13771,5
13772,13772,2
13773,13773,19
13774,13774,7
13775,13775,5
13776,13776,9
13777,13777,4
13778,13778,1
13779,13779,4
13780,13780,20
13781,13781,5
13782,13782,20
13783,13783,3
13784,13784,4
13785,13785,1
13787,13787,8
13788,13788,2
13789,13789,3
13790,13790,1
13791,13791,3
13793,13793,6
13794,13794,15
13795,13795,2
13796,13796,10
13797,13797,15
13801,13801,2
13803,13803,14
13804,13804,35
13806,13806,25
13807,13807,4
13810,13810,8
13811,13811,2
13815,13815,8
13817,13817,3
13818,13818,5
13819,13819,4
13820,13820,19
13821,13821,12
13822,13822,12
13823,13823,3
13824,13824,15
13825,13825,10
13827,13827,5
13828,13828,15
13829,13829,6
13830,13830,3
13832,13832,2
13833,13833,1
13834,13834,3
13835,13835,6
13836,13836,11
13837,13837,26
13838,13838,1
13839,13839,3
13840,13840,9
13842,13842,5
13843,13843,4
13844,13844,2
13845,13845,8
13846,13846,12
13848,13848,2
13850,13850,17
13852,13852,21
13853,13853,16
13854,13854,33
13855,13855,10
13857,13857,10
13858,13858,2
13859,13859,14
13860,13860,3
13861,13861,3
13862,13862,1
13863,13863,10
13864,13864,1
13867,13867,12
13869,13869,15
13870,13870,7
